lat,lng,iso2,city_ascii,admin_name
35.6870,139.7495,JP,Tokyo,Tōkyō
-6.1750,106.8275,ID,Jakarta,Jakarta
28.6100,77.2300,IN,Delhi,Delhi
23.1300,113.2600,CN,Guangzhou,Guangdong
19.0761,72.8775,IN,Mumbai,Mahārāshtra
14.5958,120.9772,PH,Manila,Manila
31.2286,121.4747,CN,Shanghai,Shanghai
-23.5504,-46.6339,BR,Sao Paulo,São Paulo
37.5667,126.9833,KR,Seoul,Seoul
19.4333,-99.1333,MX,Mexico City,Ciudad de México
22.5675,88.3700,IN,Kolkata,West Bengal
30.0444,31.2358,EG,Cairo,Al Qāhirah
24.8600,67.0100,PK,Karachi,Sindh
23.7289,90.3944,BD,Dhaka,Dhaka
40.6943,-73.9249,US,New York,New York
39.9067,116.3975,CN,Beijing,Beijing
13.7525,100.4942,TH,Bangkok,Krung Thep Maha Nakhon
22.5415,114.0596,CN,Shenzhen,Guangdong
55.7506,37.6175,RU,Moscow,Moskva
-34.6036,-58.3814,AR,Buenos Aires,Buenos Aires
6.4550,3.3841,NG,Lagos,Lagos
12.9789,77.5917,IN,Bangalore,Karnātaka
10.7756,106.7019,VN,Ho Chi Minh City,Hồ Chí Minh
34.6939,135.5022,JP,Osaka,Ōsaka
30.6600,104.0633,CN,Chengdu,Sichuan
41.0136,28.9550,TR,Istanbul,İstanbul
35.6889,51.3897,IR,Tehran,Tehrān
-4.3219,15.3119,CD,Kinshasa,Kinshasa
-22.9111,-43.2056,BR,Rio de Janeiro,Rio de Janeiro
13.0825,80.2750,IN,Chennai,Tamil Nādu
34.2611,108.9422,CN,Xi'an,Shaanxi
31.5497,74.3436,PK,Lahore,Punjab
29.5637,106.5504,CN,Chongqing,Chongqing
34.1141,-118.4068,US,Los Angeles,California
51.5072,-0.1275,GB,London,London
48.8567,2.3522,FR,Paris,Île-de-France
35.1038,118.3564,CN,Linyi,Shandong
23.0210,113.7520,CN,Dongguan,Guangdong
38.8740,115.4640,CN,Baoding,Hebei
17.3617,78.4747,IN,Hyderabad,Telangāna
39.1336,117.2054,CN,Tianjin,Tianjin
-12.0600,-77.0375,PE,Lima,Lima
30.5934,114.3046,CN,Wuhan,Hubei
32.9902,112.5285,CN,Nanyang,Henan
30.2670,120.1530,CN,Hangzhou,Zhejiang
35.1833,136.9000,JP,Nagoya,Aichi
-8.8383,13.2344,AO,Luanda,Luanda
23.0214,113.1216,CN,Foshan,Guangdong
3.1686,101.6980,MY,Kuala Lumpur,Kuala Lumpur
33.6367,114.7014,CN,Zhoukou,Henan
34.2610,117.1859,CN,Tongshan,Jiangsu
21.0000,105.8500,VN,Hanoi,Hà Nội
41.8375,-87.6866,US,Chicago,Illinois
32.0608,118.7789,CN,Nanjing,Jiangsu
35.2343,115.4796,CN,Heze,Shandong
18.5203,73.8567,IN,Pune,Mahārāshtra
35.4151,116.5871,CN,Jining,Shandong
4.7111,-74.0722,CO,Bogota,Bogotá
23.0225,72.5714,IN,Ahmedabad,Gujarāt
41.8025,123.4281,CN,Shenyang,Liaoning
-6.8161,39.2803,TZ,Dar es Salaam,Dar es Salaam
15.6031,32.5265,SD,Khartoum,Khartoum
-26.2044,28.0456,ZA,Johannesburg,Gauteng
32.8900,115.8140,CN,Fuyang,Anhui
22.3000,114.2000,HK,Hong Kong,
25.8310,114.9330,CN,Ganzhou,Jiangxi
34.4150,115.6560,CN,Shangqiu,Henan
38.3047,116.8387,CN,Cangzhou,Hebei
24.6500,46.7100,SA,Riyadh,Ar Riyāḑ
-33.4372,-70.6506,CL,Santiago,Región Metropolitana
33.0140,114.0220,CN,Zhumadian,Henan
21.2701,110.3575,CN,Zhanjiang,Guangdong
16.7950,96.1600,MM,Rangoon,Yangon
33.3500,120.1569,CN,Yancheng,Jiangsu
27.2840,105.2920,CN,Bijie,Guizhou
37.0717,114.5048,CN,Xingtai,Hebei
26.8940,112.5720,CN,Hengyang,Hunan
27.2395,111.4679,CN,Shaoyang,Hunan
-7.2458,112.7378,ID,Surabaya,Jawa Timur
21.2050,72.8400,IN,Surat,Gujarāt
24.8744,118.6757,CN,Quanzhou,Fujian
28.4551,117.9431,CN,Shangrao,Jiangxi
27.7220,107.0310,CN,Zunyi,Guizhou
40.4169,-3.7033,ES,Madrid,Madrid
33.3153,44.3661,IQ,Baghdad,Baghdād
21.6627,110.9255,CN,Maoming,Guangdong
25.7840,-80.2101,US,Miami,Florida
32.1490,114.0910,CN,Xinyang,Henan
29.7860,-95.3885,US,Houston,Texas
1.3000,103.8000,SG,Singapore,
25.4358,81.8464,IN,Prayagraj,Uttar Pradesh
30.4537,114.8724,CN,Huanggang,Hubei
38.9000,121.6000,CN,Dalian,Liaoning
39.9300,32.8500,TR,Ankara,Ankara
32.7935,-96.7667,US,Dallas,Texas
36.0669,120.3827,CN,Qingdao,Shandong
22.6540,110.1810,CN,Yulin,Guangxi
36.4559,115.9852,CN,Liaocheng,Shandong
4.0500,9.7000,CM,Douala,Littoral
25.4910,103.7960,CN,Qujing,Yunnan
35.3036,113.9268,CN,Nangandao,Henan
9.0300,38.7400,ET,Addis Ababa,Ādīs Ābeba
40.0077,-75.1339,US,Philadelphia,Pennsylvania
43.7417,-79.3733,CA,Toronto,Ontario
34.7640,113.6840,CN,Zhengzhou,Henan
30.8372,106.1106,CN,Nanchong,Sichuan
36.6702,117.0207,CN,Jinan,Shandong
29.9870,31.2118,EG,Giza,Al Jīzah
59.9375,30.3086,RU,Saint Petersburg,Sankt-Peterburg
23.5510,116.3727,CN,Jieyang,Guangdong
37.4360,116.3590,CN,Dezhou,Shandong
-1.2864,36.8172,KE,Nairobi,Nairobi City
20.6767,-103.3475,MX,Guadalajara,Jalisco
36.2020,117.0870,CN,Tai'an,Shandong
31.2093,107.4678,CN,Dazhou,Sichuan
-19.9281,-43.9419,BR,Belo Horizonte,Minas Gerais
33.6480,116.9640,CN,Suzhou,Anhui
25.6844,-100.3181,MX,Monterrey,Nuevo León
26.4200,111.6130,CN,Yongzhou,Hunan
29.0310,111.6990,CN,Changde,Hunan
32.0100,112.1220,CN,Xiangyang,Hubei
33.7628,-84.4220,US,Atlanta,Georgia
31.2347,121.5064,CN,Pudong,Shanghai
38.9047,-77.0163,US,Washington,District of Columbia
27.3380,103.7170,CN,Zhaotong,Yunnan
24.5130,117.6470,CN,Zhangzhou,Fujian
29.3647,113.1309,CN,Yueyang,Hunan
-37.8142,144.9631,AU,Melbourne,Victoria
27.8160,114.4170,CN,Yichun,Jiangxi
5.3364,-4.0267,CI,Abidjan,Abidjan
25.2750,110.2960,CN,Guilin,Guangxi
33.7666,113.1926,CN,Pingdingshan,Henan
31.1975,29.8925,EG,Alexandria,Al Iskandarīyah
33.8463,115.7786,CN,Bozhou,Anhui
-33.8667,151.2000,AU,Sydney,New South Wales
41.3833,2.1833,ES,Barcelona,Catalonia
35.0267,111.0070,CN,Yuncheng,Shanxi
-33.9253,18.4239,ZA,Cape Town,Western Cape
28.2280,112.9390,CN,Changsha,Hunan
33.9630,118.2750,CN,Suqian,Jiangsu
21.5428,39.1728,SA,Jeddah,Makkah al Mukarramah
34.5206,109.4710,CN,Weinan,Shaanxi
52.5200,13.4050,DE,Berlin,Berlin
25.7700,113.0160,CN,Chenzhou,Hunan
22.5789,113.0815,CN,Jiangmen,Guangdong
31.4680,104.6790,CN,Mianyang,Sichuan
29.6610,115.9540,CN,Jiujiang,Jiangxi
27.5698,110.0016,CN,Huaihua,Hunan
34.7950,114.3450,CN,Huanglongsi,Henan
32.4567,119.9229,CN,Taizhou,Jiangsu
26.4000,86.2500,IN,Belahi,Bihār
28.7520,104.6430,CN,Yibin,Sichuan
27.0912,114.9668,CN,Ji'an,Jiangxi
32.3944,119.4128,CN,Yangzhou,Jiangsu
25.0464,102.7094,CN,Kunming,Yunnan
43.8970,125.3260,CN,Changchun,Jilin
31.7360,116.5200,CN,Lu'an,Anhui
34.5966,119.2214,CN,Xinpu,Jiangsu
39.5383,116.6835,CN,Langfang,Hebei
42.3188,-71.0852,US,Boston,Massachusetts
43.8225,87.6125,CN,Urumqi,Xinjiang
31.3000,120.6194,CN,Suzhou,Jiangsu
23.1120,109.5990,CN,Guigang,Guangxi
23.3540,116.6820,CN,Shantou,Guangdong
34.0370,113.8520,CN,Jiangguanchi,Henan
34.5253,69.1783,AF,Kabul,Kābul
30.9180,113.9570,CN,Xiaoganzhan,Hubei
12.6458,-7.9922,ML,Bamako,Bamako
12.0000,8.5167,NG,Kano,Kano
28.8710,105.4420,CN,Luzhou,Sichuan
31.8206,117.2273,CN,Hefei,Anhui
37.7390,115.6690,CN,Hengshui,Hebei
-3.7275,-38.5275,BR,Fortaleza,Ceará
30.5318,117.1153,CN,Anqing,Anhui
40.7690,114.8860,CN,Zhangjiakou,Hebei
23.0500,112.4667,CN,Zhaoqing,Guangdong
38.0425,114.5100,CN,Shijiazhuang,Hebei
29.8603,121.6245,CN,Ningbo,Zhejiang
47.3549,123.9182,CN,Qiqihar,Heilongjiang
33.5722,-112.0892,US,Phoenix,Arizona
24.3278,109.4278,CN,Liuzhou,Guangxi
42.2550,118.8825,CN,Chifeng,Inner Mongolia
30.6920,111.2870,CN,Xiaoxita,Hubei
31.9497,35.9328,JO,Amman,Al ‘Āşimah
36.0880,111.5190,CN,Linfen,Shanxi
34.3299,108.7088,CN,Xianyang,Shaanxi
32.2560,118.3330,CN,Chuzhou,Anhui
6.7000,-1.6250,GH,Kumasi,Ashanti
27.8290,113.1330,CN,Zhuzhou,Hunan
37.8704,112.5497,CN,Taiyuan,Shanxi
23.6820,113.0560,CN,Qingyuan,Guangdong
24.2890,116.1220,CN,Meizhou,Guangdong
28.5549,112.3560,CN,Yiyang,Hunan
22.8167,108.3275,CN,Nanning,Guangxi
45.7576,126.6409,CN,Harbin,Heilongjiang
27.6998,111.9944,CN,Loudi,Hunan
9.0667,7.4833,NG,Abuja,Federal Capital Territory
35.4442,139.6381,JP,Yokohama,Kanagawa
46.6540,126.9690,CN,Suihua,Heilongjiang
37.3830,117.9710,CN,Binzhou,Shandong
34.8109,117.3238,CN,Zaozhuang,Shandong
42.3834,-83.1024,US,Detroit,Michigan
24.4796,118.0889,CN,Xiamen,Fujian
36.3264,59.5433,IR,Mashhad,Khorāsān-e Raẕavī
45.5089,-73.5617,CA,Montreal,Quebec
26.0743,119.2964,CN,Fuzhou,Fujian
31.3526,118.4331,CN,Wuhu,Anhui
3.5894,98.6739,ID,Medan,Sumatera Utara
38.2858,109.7341,CN,Yulinshi,Shaanxi
27.9490,116.3580,CN,Fuzhou,Jiangxi
27.9938,120.6993,CN,Wenzhou,Zhejiang
31.8110,119.9740,CN,Changzhou,Jiangsu
35.7627,115.0292,CN,Puyang,Henan
28.6830,115.8580,CN,Nanchang,Jiangxi
23.9030,106.6190,CN,Baicheng,Guangxi
47.6211,-122.3244,US,Seattle,Washington
7.3964,3.9167,NG,Ibadan,Oyo
35.2157,113.2419,CN,Jiaozuo,Henan
11.0125,76.9714,IN,Nadampalaiyam,Tamil Nādu
31.1270,104.3980,CN,Deyang,Sichuan
35.1800,129.0750,KR,Busan,Busan
24.6930,108.0850,CN,Hechi,Guangxi
39.6294,118.1739,CN,Tangshan,Hebei
26.8500,80.9500,IN,Lucknow,Uttar Pradesh
37.7558,-122.4449,US,San Francisco,California
6.6919,-1.4051,GH,Boankra,Ashanti
25.2631,55.2972,AE,Dubai,Dubayy
41.1080,122.9940,CN,Anshan,Liaoning
34.3609,107.1751,CN,Guozhen,Shaanxi
34.3630,107.2380,CN,Baojishi,Shaanxi
21.9810,108.6540,CN,Qinzhou,Guangxi
26.6470,106.6300,CN,Guiyang,Guizhou
31.5667,120.2833,CN,Wuxi,Jiangsu
10.5200,76.2100,IN,Kannankulam,Kerala
10.4806,-66.9036,VE,Caracas,Distrito Capital
32.5833,73.7500,PK,Kotla Qasim Khan,Punjab
33.5333,-7.5833,MA,Casablanca,Casablanca-Settat
33.0664,107.0232,CN,Hanzhong,Shaanxi
32.6290,110.7987,CN,Shiyan,Hubei
30.4564,106.6326,CN,Guang'an,Sichuan
31.4167,73.0911,PK,Faisalabad,Punjab
36.1950,113.1170,CN,Changzhi,Shanxi
27.7316,109.1895,CN,Tongren,Guizhou
32.9170,117.3890,CN,Bengbu,Anhui
29.5520,103.7660,CN,Leshan,Sichuan
-17.7892,-63.1975,BO,Santa Cruz de la Sierra,Santa Cruz
29.5802,105.0580,CN,Neijiang,Sichuan
32.1880,119.4240,CN,Zhenjiang,Jiangsu
39.8882,119.5202,CN,Qinhuangdao,Hebei
40.1833,29.0500,TR,Bursa,Bursa
41.3111,69.2797,UZ,Tashkent,Toshkent
-2.1900,-79.8875,EC,Guayaquil,Guayas
26.9000,75.8000,IN,Jaipur,Rājasthān
36.0606,103.8268,CN,Lanzhou,Gansu
12.3686,-1.5275,BF,Ouagadougou,Centre
37.9842,23.7281,GR,Athens,Attikí
32.8313,-117.1222,US,San Diego,California
14.6417,-90.5133,GT,Guatemala City,Guatemala
29.3697,47.9783,KW,Kuwait City,Al ‘Āşimah
34.5815,105.7248,CN,Qincheng,Gansu
38.4200,27.1400,TR,Izmir,İzmir
14.6500,121.0475,PH,Quezon City,Quezon
50.4500,30.5233,UA,Kyiv,Kyiv
10.7750,76.6510,IN,Kottarassheri,Kerala
30.0771,103.8484,CN,Meishan,Sichuan
37.4833,126.6333,KR,Incheon,Incheon
26.6662,119.5477,CN,Ningde,Fujian
22.5170,113.3925,CN,Zhongshan,Guangdong
44.9635,-93.2678,US,Minneapolis,Minnesota
27.9945,-82.4447,US,Tampa,Florida
25.4526,119.0078,CN,Putian,Fujian
-6.1500,23.6000,CD,Mbuji-Mayi,Kasaï Oriental
43.6540,122.2430,CN,Tongliao,Inner Mongolia
41.5710,120.4530,CN,Chaoyang,Liaoning
40.8420,111.7490,CN,Hohhot,Inner Mongolia
39.0167,125.7475,KP,Pyongyang,P’yŏngyang
24.8110,113.5970,CN,Shaoguan,Guangdong
24.1439,120.6794,TW,Taichung,Taichung
3.4206,-76.5222,CO,Cali,Valle del Cauca
23.7443,114.7002,CN,Heyuan,Guangdong
23.4767,111.2790,CN,Wuzhou,Guangxi
-25.7461,28.1881,ZA,Pretoria,Gauteng
30.5330,105.5930,CN,Suining,Sichuan
15.6835,32.4629,SD,Omdurman,Khartoum
37.5133,122.1205,CN,Weihai,Shandong
35.4170,119.5270,CN,Rizhao,Shandong
-7.9800,112.6200,ID,Malang,Jawa Timur
48.7775,9.1800,DE,Stuttgart,Baden-Württemberg
46.5890,125.1040,CN,Daqing,Heilongjiang
41.8931,12.4828,IT,Rome,Lazio
22.6150,120.2975,TW,Kaohsiung,Kaohsiung
40.6501,-73.9496,US,Brooklyn,New York
27.8313,112.9454,CN,Xiangtan,Hunan
31.8680,106.7480,CN,Bazhou,Sichuan
36.6010,114.4870,CN,Handan,Hebei
-27.4678,153.0281,AU,Brisbane,Queensland
41.1290,121.1480,CN,Jinzhou,Liaoning
39.7620,-104.8758,US,Denver,Colorado
38.4160,112.7340,CN,Xinzhou,Shanxi
26.6418,118.1774,CN,Nanping,Fujian
23.9234,90.3959,BD,Gazipura,Dhaka
22.7872,115.3756,CN,Shanwei,Guangdong
10.6333,-71.6333,VE,Maracaibo,Zulia
23.6580,116.6220,CN,Chaozhou,Guangdong
40.6213,109.9532,CN,Baotou,Inner Mongolia
25.0760,117.0170,CN,Longyan,Fujian
36.7080,119.1620,CN,Weifang,Shandong
33.5510,119.1130,CN,Huai'an,Jiangsu
36.8138,118.0550,CN,Zibo,Shandong
11.8689,75.3555,IN,Attadappa,Kerala
48.1375,11.5750,DE,Munich,Bavaria
26.0865,119.2980,CN,Gulou,Fujian
52.4800,-1.9025,GB,Birmingham,Birmingham
10.1833,-68.0000,VE,Valencia,Carabobo
33.5020,36.2981,SY,Damascus,Dimashq
22.3350,91.8325,BD,Chattogram,Chattogram
-4.2667,15.2667,CG,Brazzaville,Brazzaville
21.8570,111.9830,CN,Yangjiang,Guangdong
15.3483,44.2064,YE,Sanaa,Amānat al ‘Āşimah
19.1972,72.9722,IN,Barmhan Kalan,Madhya Pradesh
6.2308,-75.5906,CO,Medellin,Antioquia
35.6080,104.5920,CN,Dingxi,Gansu
30.0511,120.5833,CN,Shaoxing,Zhejiang
37.4646,121.4478,CN,Yantai,Shandong
23.1120,114.4160,CN,Huizhou,Guangdong
30.9390,118.7590,CN,Xuanzhou,Anhui
25.1460,82.5690,IN,Mirzapur,Uttar Pradesh
53.5500,10.0000,DE,Hamburg,Hamburg
25.0375,121.5625,TW,Taipei,Taipei
32.6854,109.0290,CN,Ankang,Shaanxi
29.3390,104.7790,CN,Zigong,Sichuan
26.2634,117.6389,CN,Sanming,Fujian
19.2925,-99.6569,MX,Toluca,México
30.2011,115.0390,CN,Huangshi,Hubei
3.8667,11.5167,CM,Yaounde,Centre
22.2742,113.5719,CN,Zhuhai,Guangdong
40.7110,120.8370,CN,Huludao,Liaoning
25.1120,99.1610,CN,Baoshan,Yunnan
21.4225,39.8261,SA,Mecca,Makkah al Mukarramah
49.2500,-123.1000,CA,Vancouver,British Columbia
40.7523,120.8280,CN,Lianshan,Liaoning
33.8981,35.5058,LB,Beirut,Beyrouth
-12.9831,-38.4928,BR,Salvador,Bahia
44.4325,26.1039,RO,Bucharest,Bucureşti
33.3702,104.9603,CN,Longba,Gansu
21.1497,79.0806,IN,Nagpur,Mahārāshtra
40.7498,-73.7976,US,Queens,New York
42.2237,123.7260,CN,Tieling,Liaoning
22.9152,112.0445,CN,Yunfu,Guangdong
-6.2333,107.0000,ID,Bekasi,Jawa Barat
35.8717,128.6017,KR,Daegu,Daegu
28.6700,77.4200,IN,Ghaziabad,Uttar Pradesh
34.6197,112.4539,CN,Luoyang,Henan
33.5804,114.0166,CN,Luohe,Henan
36.7325,3.0872,DZ,Algiers,Alger
26.2531,105.9476,CN,Anshun,Guizhou
32.6314,117.0194,CN,Huainan,Anhui
-6.3940,106.8225,ID,Depok,Jawa Barat
37.8667,32.4833,TR,Konya,Konya
20.8651,106.6838,VN,Haiphong,Hải Phòng
30.1290,104.6270,CN,Yanjiang,Sichuan
32.4360,105.8440,CN,Guangyuan,Sichuan
40.3667,49.8352,AZ,Baku,Bakı
40.6250,122.2190,CN,Yingkou,Liaoning
44.5514,129.6329,CN,Mudanjiang,Heilongjiang
33.9381,-117.3949,US,Riverside,California
33.5900,130.4017,JP,Fukuoka,Fukuoka
31.9810,120.8940,CN,Nantong,Jiangsu
23.8840,100.0890,CN,Lincang,Yunnan
36.2333,-115.2654,US,Las Vegas,Nevada
20.0186,110.3488,CN,Haikou,Hainan
24.3470,102.5270,CN,Yuxi,Yunnan
-6.1703,106.6403,ID,Tangerang,Jawa Barat
26.1260,86.6050,IN,Supaul,Bihār
43.2400,76.9150,KZ,Almaty,Almaty
48.2083,16.3725,AT,Vienna,Wien
32.6653,51.6703,IR,Esfahan,Eşfahān
36.6224,101.7804,CN,Xining,Qinghai
35.4910,112.8520,CN,Jincheng,Shanxi
39.3051,-76.6144,US,Baltimore,Maryland
40.1167,124.3833,CN,Dandong,Liaoning
36.6500,109.4940,CN,Yan'an,Shaanxi
35.7091,107.6436,CN,Qinbaling,Gansu
30.7824,106.1281,CN,Gaoping,Sichuan
6.2069,7.0678,NG,Awka,Anambra
28.6557,121.4208,CN,Taizhou,Zhejiang
31.6690,118.5070,CN,Ma'anshan,Anhui
46.8000,130.3190,CN,Jiamusi,Heilongjiang
-31.9558,115.8597,AU,Perth,Western Australia
37.0628,37.3792,TR,Gaziantep,Gaziantep
11.5696,104.9210,KH,Phnom Penh,Phnom Penh
38.6359,-90.2451,US,St. Louis,Missouri
2.0392,45.3419,SO,Mogadishu,Banaadir
28.4680,119.9230,CN,Lishui,Zhejiang
22.3167,114.1833,HK,Kowloon,
-31.4167,-64.1833,AR,Cordoba,Córdoba
6.9042,122.0761,PH,Zamboanga City,Zamboanga
33.6000,73.0333,PK,Rawalpindi,Punjab
23.1367,-82.3589,CU,Havana,La Habana
22.3770,107.3650,CN,Chongzuo,Guangxi
45.5371,-122.6500,US,Portland,Oregon
23.7501,109.2212,CN,Laibin,Guangxi
29.4632,-98.5238,US,San Antonio,Texas
22.3000,73.2000,IN,Vadodara,Gujarāt
24.7816,118.5517,CN,Qingyang,Fujian
22.3000,70.7833,IN,Rajkot,Gujarāt
33.8734,109.9186,CN,Shangzhou,Shaanxi
17.7042,83.2978,IN,Vishakhapatnam,Andhra Pradesh
37.4340,118.6746,CN,Shengli,Shandong
34.7732,111.2004,CN,Sanmenxia,Henan
52.2300,21.0111,PL,Warsaw,Mazowieckie
32.1567,74.1900,PK,Gujranwala,Punjab
24.4042,111.5672,CN,Hezhou,Guangxi
36.2319,37.1681,SY,Aleppo,Ḩalab
32.5250,-117.0333,MX,Tijuana,Baja California
23.2980,116.1660,CN,Puning,Guangdong
22.7167,75.8472,IN,Indore,Madhya Pradesh
53.9006,27.5586,BY,Minsk,Minsk
35.8292,50.9675,IR,Karaj,Alborz
-5.8970,22.4488,CD,Kananga,Kasaï Central
33.9560,116.7980,CN,Huaibei,Anhui
34.0144,71.5675,PK,Peshawar,Khyber Pakhtunkhwa
38.5677,-121.4685,US,Sacramento,California
43.0619,141.3544,JP,Sapporo,Hokkaidō
51.5572,5.0911,NL,Tilburg,Noord-Brabant
30.3005,-97.7522,US,Austin,Texas
28.4773,-81.3370,US,Orlando,Florida
7.0700,125.6000,PH,Davao,Davao
31.0058,121.2333,CN,Songjiang,Shanghai
38.4850,106.2250,CN,Yinchuan,Ningxia
39.4100,116.3800,IN,Abhepur,Haryāna
19.1972,72.9722,IN,Thane,Mahārāshtra
30.1978,71.4697,PK,Multan,Punjab
4.8242,7.0336,NG,Port Harcourt,Rivers
41.8810,123.9570,CN,Fushun,Liaoning
22.9833,120.1833,TW,Tainan,Tainan
35.5424,106.6649,CN,Pingliang,Gansu
43.1668,124.3506,CN,Siping,Jilin
18.3985,-66.0610,PR,San Juan,Puerto Rico
27.6590,113.8870,CN,Pingxiang,Jiangxi
23.2599,77.4126,IN,Bhopal,Madhya Pradesh
36.3667,43.1167,IQ,Mosul,Nīnawá
37.9100,40.2400,TR,Diyarbakir,Diyarbakır
-11.6647,27.4794,CD,Lubumbashi,Haut-Katanga
6.3333,5.6222,NG,Benin City,Edo
-25.4297,-49.2719,BR,Curitiba,Paraná
37.3012,-121.8480,US,San Jose,California
34.1299,118.7734,CN,Shuyangzha,Jiangsu
37.0000,35.3213,TR,Adana,Adana
-0.2200,-78.5125,EC,Quito,Pichincha
27.1800,78.0200,IN,Agra,Uttar Pradesh
8.9000,77.9833,IN,Peyanvilai,Tamil Nādu
-15.4167,28.2833,ZM,Lusaka,Lusaka
39.7771,-86.1458,US,Indianapolis,Indiana
25.3792,68.3683,PK,Hyderabad City,Sindh
18.6186,73.8037,IN,Pimpri-Chinchwad,Mahārāshtra
10.2469,-67.5961,VE,Maracay,Aragua
23.6140,58.5911,OM,Masqat,Masqaţ
-34.9056,-56.1842,UY,Montevideo,Montevideo
40.4397,-79.9763,US,Pittsburgh,Pennsylvania
39.1413,-84.5060,US,Cincinnati,Ohio
40.7834,-73.9662,US,Manhattan,New York
39.1238,-94.5541,US,Kansas City,Missouri
47.4983,19.0408,HU,Budapest,Budapest
25.5940,85.1376,IN,Patna,Bihār
0.3136,32.5811,UG,Kampala,Kampala
21.4810,109.1200,CN,Beihai,Guangxi
30.8200,108.4000,CN,Sanzhou,Chongqing
41.4764,-81.6805,US,Cleveland,Ohio
9.5092,-13.7122,GN,Conakry,Conakry
24.9612,118.3849,CN,Ximeicun,Fujian
14.6500,120.9700,PH,Caloocan City,Caloocan
19.6097,-99.0600,MX,Ecatepec,México
31.3220,120.9850,CN,Yushan,Jiangsu
42.0220,121.6700,CN,Fuxin,Liaoning
55.0500,82.9500,RU,Novosibirsk,Novosibirskaya Oblast’
22.0900,82.1500,IN,Bilaspur,Chhattīsgarh
-6.9900,110.4225,ID,Semarang,Jawa Tengah
29.2917,117.1986,CN,Jingdezhen,Jiangxi
30.9100,75.8500,IN,Ludhiana,Punjab
41.2790,123.1760,CN,Liaoyang,Liaoning
31.8390,120.2950,CN,Jiangyin,Jiangsu
39.4700,-0.3764,ES,Valencia,Valencia
39.3317,112.4329,CN,Shuozhou,Shanxi
21.1167,-101.6833,MX,Leon de los Aldama,Guanajuato
39.9862,-82.9855,US,Columbus,Ohio
19.0333,-98.1833,MX,Puebla,Puebla
10.9500,106.8167,VN,Bien Hoa,Đồng Nai
35.0833,117.1500,CN,Chengtangcun,Shandong
5.3748,-4.0867,CI,Yopougon,Abidjan
35.7480,114.2970,CN,Hebi,Henan
29.6100,52.5425,IR,Shiraz,Fārs
38.5367,68.7800,TJ,Dushanbe,Dushanbe
9.9252,78.1198,IN,Madurai,Tamil Nādu
30.8925,120.0875,CN,Huzhou,Zhejiang
-17.8292,31.0522,ZW,Harare,Harare
38.0817,46.2992,IR,Tabriz,Āz̄arbāyjān-e Sharqī
22.7925,86.1842,IN,Jamshedpur,Jhārkhand
45.6200,122.8380,CN,Baicheng,Jilin
9.9325,-84.0800,CR,San Jose,San José
32.9120,119.8526,CN,Shaoyang,Jiangsu
13.6989,-89.1914,SV,San Salvador,San Salvador
-2.9861,104.7556,ID,Palembang,Sumatera Selatan
35.5167,139.7000,JP,Kawasaki,Kanagawa
34.6900,135.1956,JP,Kobe,Hyōgo
30.7470,120.7560,CN,Jiaxing,Zhejiang
29.1170,110.4790,CN,Zhangjiajie,Hunan
36.5451,104.1389,CN,Baiyin,Gansu
23.4000,110.0833,CN,Guiping,Guangxi
31.6560,120.7530,CN,Changshu,Jiangsu
45.2950,130.9690,CN,Jixi,Heilongjiang
30.1667,121.2333,CN,Xushan,Zhejiang
6.1308,1.2153,TG,Lome,Maritime
13.5150,2.1175,NE,Niamey,Niamey
35.1653,126.8486,KR,Gwangju,Gwangju
-8.0539,-34.8808,BR,Recife,Pernambuco
19.9975,73.7898,IN,Nasik,Mahārāshtra
24.4667,54.3667,AE,Abu Dhabi,Abū Z̧aby
6.1667,6.7833,NG,Onitsha,Anambra
52.3728,4.8936,NL,Amsterdam,Noord-Holland
16.5193,80.6305,IN,Vijayawada,Andhra Pradesh
20.7167,-103.4000,MX,Zapopan,Jalisco
36.3500,127.3850,KR,Daejeon,Daejeon
40.8501,-73.8662,US,Bronx,New York
-36.8492,174.7653,NZ,Auckland,Auckland
56.8356,60.6128,RU,Yekaterinburg,Sverdlovskaya Oblast’
37.9290,102.6380,CN,Wuwei,Gansu
29.0790,119.6470,CN,Jinhua,Zhejiang
35.0117,135.7683,JP,Kyoto,Kyōto
34.3980,117.8900,CN,Pizhou,Jiangsu
31.8767,120.5560,CN,Yangshe,Jiangsu
14.6726,-17.4320,SN,Dakar,Dakar
35.2083,-80.8303,US,Charlotte,North Carolina
30.0100,103.0415,CN,Yucheng,Sichuan
38.7225,35.4875,TR,Kayseri,Kayseri
36.7335,-76.0435,US,Virginia Beach,Virginia
27.7833,120.6250,CN,Rui'an,Zhejiang
23.6139,58.5922,OM,Muscat,Masqaţ
49.9925,36.2311,UA,Kharkiv,Kharkivska Oblast
-4.7975,11.8503,CG,Pointe-Noire,Pointe-Noire
24.4700,39.6100,SA,Medina,Al Madīnah al Munawwarah
-6.2889,106.7181,ID,Sangereng,Jawa Barat
28.4211,77.3078,IN,Faridabad,Haryāna
42.6979,23.3217,BG,Sofia,Sofia-Grad
47.9214,106.9055,MN,Ulaanbaatar,Ulaanbaatar
-34.9275,138.6000,AU,Adelaide,South Australia
50.0875,14.4214,CZ,Prague,Praha
28.3667,121.3667,CN,Wenling,Zhejiang
55.6805,12.5615,DK,Copenhagen,Hovedstaden
